format_example

Input directory: /Users/magneto/Desktop/Codex Playground/PeanutButterUltima/input
Archive directory: /Users/magneto/Desktop/Codex Playground/PeanutButterUltima/archive_example
Archive header length: 40
Recovery header length: 16
L1 block length: 64
L1 payload bytes: 48
L3 page length: 256

Bundle log:
  Bundle job starting...
  Found 5 files and 1 empty folders to bundle.
  Bundled archive 1 / 1, 5 files written, 33 B / 33 B.
  Bundle job complete.

Input files (ordered):
  FILE distant/jupiter.cpp (9 bytes)
  FILE distant/mars.cpp (7 bytes)
  FILE early/greece.txt (6 bytes)
  FILE england.txt (6 bytes)
  FILE junk/france.txt (5 bytes)
  DIR  empty

================================================================================
ARCHIVE_FILE_BEGIN | bundle_input_1.PBTR | archive_index=0 | archive_count=1 | payload_length=256 | file_length=296
================================================================================
ZONE       | ARCHIVE_FILE             | OFFSET     | BYTE   | FIELD                                  | VALUE                | NOTE
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d1 | 0x6e   | rec_file_bytes_b6                      | 6                    | file_bytes
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d2 | 0x0f   | rec_path_len_b1of2                     | 15                   | record_header
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d3 | 0x00   | rec_path_len_b2of2                     | 15                   | record_header
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d4 | 0x6a   | rec_path_b1of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d5 | 0x75   | rec_path_b2of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d6 | 0x6e   | rec_path_b3of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d7 | 0x6b   | rec_path_b4of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d8 | 0x2f   | rec_path_b5of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000d9 | 0x66   | rec_path_b6of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000da | 0x72   | rec_path_b7of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000db | 0x61   | rec_path_b8of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000dc | 0x6e   | rec_path_b9of15                        | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000dd | 0x63   | rec_path_b10of15                       | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000de | 0x65   | rec_path_b11of15                       | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000df | 0x2e   | rec_path_b12of15                       | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e0 | 0x74   | rec_path_b13of15                       | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e1 | 0x78   | rec_path_b14of15                       | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e2 | 0x74   | rec_path_b15of15                       | 15                   | file_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e3 | 0x05   | rec_content_len_b1of6                  | 5                    | file_length
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e4 | 0x00   | rec_content_len_b2of6                  | 5                    | file_length
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e5 | 0x00   | rec_content_len_b3of6                  | 5                    | file_length
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e6 | 0x00   | rec_content_len_b4of6                  | 5                    | file_length
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000e7 | 0x00   | rec_content_len_b5of6                  | 5                    | file_length

[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000e8 | 0x21   | rh_checksum_b1of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000e9 | 0x25   | rh_checksum_b2of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000ea | 0xb1   | rh_checksum_b3of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000eb | 0x51   | rh_checksum_b4of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000ec | 0x81   | rh_checksum_b5of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000ed | 0xcd   | rh_checksum_b6of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000ee | 0x97   | rh_checksum_b7of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000ef | 0x56   | rh_checksum_b8of8                      | -                    | recovery_header
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f0 | 0x06   | rh_distance_b1of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f1 | 0x00   | rh_distance_b2of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f2 | 0x00   | rh_distance_b3of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f3 | 0x00   | rh_distance_b4of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f4 | 0x00   | rh_distance_b5of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f5 | 0x00   | rh_distance_b6of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f6 | 0x00   | rh_distance_b7of8                      | 6                    | distance_to_next_record
[RC-HEAD]  | bundle_input_1.PBTR      | 0x000000f7 | 0x00   | rh_distance_b8of8                      | 6                    | distance_to_next_record

[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000f8 | 0x00   | rec_content_len_b6of6                  | 5                    | file_length
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000f9 | 0x70   | rec_file_bytes_b1                      | 5                    | file_bytes
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000fa | 0x61   | rec_file_bytes_b2                      | 5                    | file_bytes
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000fb | 0x72   | rec_file_bytes_b3                      | 5                    | file_bytes
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000fc | 0x69   | rec_file_bytes_b4                      | 5                    | file_bytes
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000fd | 0x73   | rec_file_bytes_b5                      | 5                    | file_bytes
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000fe | 0x05   | rec_path_len_b1of2                     | 5                    | record_header
[PAYLOAD]  | bundle_input_1.PBTR      | 0x000000ff | 0x00   | rec_path_len_b2of2                     | 5                    | record_header
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000100 | 0x65   | rec_path_b1of5                         | 5                    | directory_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000101 | 0x6d   | rec_path_b2of5                         | 5                    | directory_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000102 | 0x70   | rec_path_b3of5                         | 5                    | directory_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000103 | 0x74   | rec_path_b4of5                         | 5                    | directory_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000104 | 0x79   | rec_path_b5of5                         | 5                    | directory_path
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000105 | 0xff   | rec_content_len_b1of6                  | 0xffffffffffff       | directory_marker
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000106 | 0xff   | rec_content_len_b2of6                  | 0xffffffffffff       | directory_marker
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000107 | 0xff   | rec_content_len_b3of6                  | 0xffffffffffff       | directory_marker
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000108 | 0xff   | rec_content_len_b4of6                  | 0xffffffffffff       | directory_marker
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000109 | 0xff   | rec_content_len_b5of6                  | 0xffffffffffff       | directory_marker
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000010a | 0xff   | rec_content_len_b6of6                  | 0xffffffffffff       | directory_marker
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000010b | 0x00   | rec_path_len_b1of2                     | 0                    | end_of_stream
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000010c | 0x00   | rec_path_len_b2of2                     | 0                    | end_of_stream
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000010d | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000010e | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000010f | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000110 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000111 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000112 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000113 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000114 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000115 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000116 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000117 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000118 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000119 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000011a | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000011b | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000011c | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000011d | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000011e | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x0000011f | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000120 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000121 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000122 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000123 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000124 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000125 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000126 | 0x00   | payload_pad_after_eos                  | -                    | padding
[PAYLOAD]  | bundle_input_1.PBTR      | 0x00000127 | 0x00   | payload_pad_after_eos                  | -                    | padding

ARCHIVE_FILE_END | bundle_input_1.PBTR

